CompanyNumber,tm_has_any,tm_count_total,tm_count_12m,tm_first_date,tm_latest_date,tm_days_since_latest,tm_value_total,tm_value_max,tm_value_count,tm_types,tm_match_method,tm_max_confidence,tm_min_confidence
02878495,1,5,0,2017-04-11,2017-07-12,3306,5.0,1.0,5,trademark_registered,name_postcode_area,0.85,0.85
02878759,1,2,0,2013-07-13,2015-06-03,4076,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02878879,1,1,0,2015-03-13,2015-03-13,4158,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02879095,1,2,0,2017-10-20,2017-11-16,3179,2.0,1.0,2,trademark_application_published|trademark_registered,name_postcode_area,0.85,0.85
02879523,1,1,0,2013-12-09,2013-12-09,4617,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02879801,1,6,0,2003-03-07,2015-06-23,4056,6.0,1.0,6,trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02880054,1,11,0,1962-10-19,2010-04-22,5944,11.0,1.0,11,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02880683,1,1,0,2005-10-11,2005-10-11,7598,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02881446,1,2,0,2006-06-29,2011-03-18,5614,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02881554,1,1,0,2001-06-30,2001-06-30,9162,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02881817,1,2,0,1999-01-22,2011-11-22,5365,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02882082,1,1,0,2000-02-19,2000-02-19,9659,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02882993,1,96,0,1955-08-29,2015-03-19,4152,96.0,1.0,96,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02883766,1,3,0,2007-12-13,2007-12-13,6805,3.0,1.0,3,trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
02884267,1,2,0,1999-01-29,2006-09-29,7245,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
02884582,1,1,0,1995-02-28,1995-02-28,11476,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02884673,1,2,0,2012-10-19,2014-07-11,4403,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02885429,1,9,0,1985-01-18,2007-05-15,7017,9.0,1.0,9,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
02885616,1,42,0,1995-10-10,2017-07-17,3301,42.0,1.0,42,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02886125,1,2,0,1986-09-11,1998-02-12,10396,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02886133,1,10,0,1984-11-06,2011-07-29,5481,10.0,1.0,10,trademark_registered,name_postcode_area,0.85,0.85
02886136,1,6,0,1988-12-01,2015-03-25,4146,6.0,1.0,6,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02887276,1,4,0,2004-08-25,2017-10-26,3200,4.0,1.0,4,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02887671,1,1,0,2010-10-04,2010-10-04,5779,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02888440,1,3,0,2012-03-19,2014-12-04,4257,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
02889291,1,1,0,2017-03-31,2017-03-31,3409,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02889369,1,1,0,2002-02-28,2002-02-28,8919,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02889789,1,7,0,2006-03-10,2017-05-22,3357,7.0,1.0,7,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02890312,1,1,0,2006-09-28,2006-09-28,7246,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02890351,1,1,0,2008-05-01,2008-05-01,6665,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02890798,1,1,0,2007-03-30,2007-03-30,7063,1.0,1.0,1,trademark_removed,name_postcode_area,0.85,0.85
02891128,1,1,0,2011-12-21,2011-12-21,5336,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02892244,1,4,0,2016-09-28,2017-04-05,3404,4.0,1.0,4,trademark_registered,name_postcode_area,0.85,0.85
02892559,1,11,0,2005-08-10,2016-11-23,3537,11.0,1.0,11,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02892803,1,40,0,1994-07-15,2018-01-26,3108,40.0,1.0,40,trademark_application_published|trademark_dead|trademark_examination|trademark_expired|trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02892922,1,1,0,1994-12-19,1994-12-19,11547,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02893265,1,1,0,1996-12-13,1996-12-13,10822,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02893771,1,17,0,1948-04-21,2000-02-16,9662,17.0,1.0,17,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02894218,1,2,0,1992-10-28,1992-10-29,12328,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02894920,1,5,0,1998-11-14,2016-11-07,3553,5.0,1.0,5,trademark_registered,name_postcode_area,0.85,0.85
02896421,1,9,0,1997-10-11,2013-07-10,4769,9.0,1.0,9,trademark_dead|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02896499,1,1,0,2017-04-11,2017-04-11,3398,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02897169,1,10,0,1987-10-02,1990-07-16,13164,10.0,1.0,10,trademark_dead,name_postcode_area,0.85,0.85
02897905,1,1,0,1998-09-23,1998-09-23,10173,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02900495,1,1,0,1988-09-20,1988-09-20,13828,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02900615,1,3,0,1995-05-20,2009-05-19,6282,3.0,1.0,3,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02900999,1,16,0,2011-12-28,2017-06-05,3343,16.0,1.0,16,trademark_refused|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02902036,1,1,0,2007-05-24,2007-05-24,7008,1.0,1.0,1,trademark_removed,name_postcode_area,0.85,0.85
02902137,1,2,0,2005-11-26,2016-12-09,3521,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02902185,1,2,0,1999-09-15,1999-09-15,9816,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02902274,1,1,0,2009-11-12,2009-11-12,6105,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02902591,1,6,0,2002-05-29,2003-04-12,8511,6.0,1.0,6,trademark_dead,name_postcode_area,0.85,0.85
02902954,1,5,0,2014-07-23,2014-10-28,4294,5.0,1.0,5,trademark_refused|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02904080,1,3,0,1998-03-12,1998-09-07,10189,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
02904497,1,28,0,1972-10-17,2011-07-29,5481,28.0,1.0,28,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02905130,1,174,0,1994-04-21,2018-01-15,3119,174.0,1.0,174,trademark_application_published|trademark_dead|trademark_examination|trademark_expired|trademark_refused|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
02906824,1,1,0,2010-07-28,2010-07-28,5847,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02906991,1,121,0,1992-01-29,2017-11-14,3181,121.0,1.0,121,trademark_dead|trademark_examination|trademark_expired|trademark_opposed|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
02907126,1,1,0,2014-07-17,2014-07-17,4397,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02907282,1,1,0,2014-12-20,2014-12-20,4241,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02908777,1,2,0,2006-09-19,2010-05-19,5917,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02909017,1,1,0,2006-10-20,2006-10-20,7224,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02909638,1,3,0,1995-09-13,2010-01-05,6051,3.0,1.0,3,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02909641,1,1,0,2016-11-29,2016-11-29,3531,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02910140,1,1,0,2002-08-07,2002-08-07,8759,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02910171,1,1,0,2016-06-09,2016-06-09,3704,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02910617,1,1,0,2008-07-16,2008-07-16,6589,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02910867,1,3,0,2010-05-12,2010-05-12,5924,3.0,1.0,3,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02911704,1,4,0,2015-03-09,2015-04-30,4110,4.0,1.0,4,trademark_registered,name_postcode_area,0.85,0.85
02912011,1,1,0,2000-11-17,2000-11-17,9387,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02912261,1,3,0,2013-07-11,2013-12-13,4613,3.0,1.0,3,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02913901,1,55,0,2006-03-29,2018-01-03,3131,55.0,1.0,55,trademark_application_published|trademark_dead|trademark_refused|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02914620,1,3,0,2010-04-26,2011-02-16,5644,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
02915112,1,8,0,1988-05-03,2013-05-09,4831,8.0,1.0,8,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02915582,1,1,0,2009-10-08,2009-10-08,6140,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02915858,1,38,0,1989-07-13,2017-12-14,3151,38.0,1.0,38,trademark_application_published|trademark_dead|trademark_refused|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02916948,1,6,0,1997-12-20,2005-07-21,7680,6.0,1.0,6,trademark_dead|trademark_registered|trademark_surrendered,name_postcode_area,0.85,0.85
02917939,1,1,0,2006-03-15,2006-03-15,7443,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02918089,1,1,0,2005-08-19,2005-08-19,7651,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02918365,1,4,0,2010-01-25,2017-02-16,3452,4.0,1.0,4,trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02918879,1,1,0,2012-03-29,2012-03-29,5237,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02919146,1,2,0,2014-01-08,2014-05-09,4466,2.0,1.0,2,trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02920425,1,1,0,2000-02-03,2000-02-03,9675,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02920686,1,9,0,1998-01-30,2002-08-06,8760,9.0,1.0,9,trademark_dead,name_postcode_area,0.85,0.85
02920737,1,7,0,2000-08-19,2010-06-30,5875,7.0,1.0,7,trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
02922638,1,14,0,1977-09-13,2017-10-24,3202,14.0,1.0,14,trademark_application_published|trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
02924133,1,2,0,2012-03-30,2013-01-07,4953,2.0,1.0,2,trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02924376,1,3,0,2014-01-20,2015-09-11,3976,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
02924641,1,1,0,2007-07-02,2007-07-02,6969,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02925277,1,27,0,2001-11-05,2017-01-18,3481,27.0,1.0,27,trademark_dead|trademark_expired|trademark_opposed|trademark_refused|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02925718,1,3,0,2010-09-01,2017-07-24,3294,3.0,1.0,3,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02925900,1,4,0,2014-09-29,2014-09-30,4322,4.0,1.0,4,trademark_registered|trademark_surrendered,name_postcode_area,0.85,0.85
02926804,1,1,0,2016-01-12,2016-01-12,3853,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02926900,1,5,0,1990-09-08,2017-01-19,3480,5.0,1.0,5,trademark_appealable|trademark_dead|trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02929789,1,1,0,1996-04-09,1996-04-09,11070,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02929880,1,1,0,1995-03-14,1995-03-14,11462,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02930474,1,2,0,1999-07-09,1999-07-09,9884,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02930511,1,1,0,2005-06-08,2005-06-08,7723,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02932175,1,2,0,2016-01-19,2017-10-30,3196,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02932533,1,2,0,2005-11-03,2016-01-11,3854,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02933166,1,2,0,2006-09-15,2009-07-24,6216,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02933503,1,1,0,2014-02-17,2014-02-17,4547,1.0,1.0,1,trademark_refused,name_postcode_area,0.85,0.85
02934344,1,4,0,2007-03-13,2007-03-22,7071,4.0,1.0,4,trademark_removed,name_postcode_area,0.85,0.85
02936337,1,1,0,2016-12-15,2016-12-15,3515,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02936489,1,1,0,2014-10-30,2014-10-30,4292,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02936613,1,2,0,1996-05-13,1996-07-02,10986,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
02937032,1,2,0,1969-01-10,1994-08-03,11685,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
02937296,1,10,0,2001-03-22,2016-03-15,3790,10.0,1.0,10,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02937458,1,2,0,1998-12-08,2004-01-16,8232,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02939389,1,8,0,1990-08-21,2017-04-06,3403,8.0,1.0,8,trademark_expired|trademark_opposed|trademark_registered,name_postcode_area,0.85,0.85
02940086,1,1,0,2013-04-18,2013-04-18,4852,1.0,1.0,1,trademark_withdrawn,name_postcode_area,0.85,0.85
02940834,1,6,0,2005-03-29,2011-01-25,5666,6.0,1.0,6,trademark_registered,name_postcode_area,0.85,0.85
02941589,1,6,0,1995-05-11,2017-02-27,3441,6.0,1.0,6,trademark_registered,name_postcode_area,0.85,0.85
02942652,1,1,0,2007-06-28,2007-06-28,6973,1.0,1.0,1,trademark_removed,name_postcode_area,0.85,0.85
02943841,1,1,0,2011-05-10,2011-05-10,5561,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02945501,1,1,0,2001-03-10,2001-03-10,9274,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02946493,1,1,0,2013-07-01,2013-07-01,4778,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02946654,1,3,0,1994-08-17,1994-08-17,11671,3.0,1.0,3,trademark_removed,name_postcode_area,0.85,0.85
02947247,1,2,0,1989-03-02,1990-03-03,13299,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
02947466,1,1,0,2011-11-15,2011-11-15,5372,1.0,1.0,1,trademark_refused,name_postcode_area,0.85,0.85
02948102,1,7,0,2002-09-11,2015-12-16,3880,7.0,1.0,7,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02948461,1,1,0,2002-10-04,2002-10-04,8701,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02948891,1,3,0,2012-12-13,2014-05-02,4473,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
02951585,1,1,0,2007-10-11,2007-10-11,6868,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02952557,1,2,0,1989-08-15,2002-06-05,8822,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02953015,1,1,0,2011-02-10,2011-02-10,5650,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02953088,1,1,0,2003-10-06,2003-10-06,8334,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02953313,1,1,0,1995-08-30,1995-08-30,11293,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02953987,1,12,0,2000-10-18,2015-01-26,4204,12.0,1.0,12,trademark_dead|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02954527,1,1,0,2005-04-26,2005-04-26,7766,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02954592,1,1,0,2003-03-14,2003-03-14,8540,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02954758,1,1,0,2014-01-29,2014-01-29,4566,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02955208,1,1,0,2007-10-12,2007-10-12,6867,1.0,1.0,1,trademark_expired,name_postcode_area,0.85,0.85
02955213,1,1,0,1994-11-16,1994-11-16,11580,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02956199,1,9,0,1994-10-31,2015-10-20,3937,9.0,1.0,9,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02957272,1,2,0,2003-08-05,2005-07-16,7685,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02957435,1,6,0,1999-03-12,2006-05-19,7378,6.0,1.0,6,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
02958427,1,1,0,2003-05-03,2003-05-03,8490,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02958778,1,1,0,1963-03-25,1963-03-25,23139,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02958872,1,2,0,2014-04-04,2014-04-04,4501,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02959347,1,1,0,2008-12-09,2008-12-09,6443,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02960242,1,1,0,1996-12-17,1996-12-17,10818,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02960406,1,1,0,2008-09-17,2008-09-17,6526,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02960616,1,1,0,2000-06-12,2000-06-12,9545,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02960700,1,1,0,2017-07-11,2017-07-11,3307,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02961885,1,1,0,2011-09-07,2011-09-07,5441,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02962721,1,1,0,2018-01-11,2018-01-11,3123,1.0,1.0,1,trademark_examination,name_postcode_area,0.85,0.85
02963603,1,1,0,2003-11-06,2003-11-06,8303,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02963683,1,5,0,2015-08-17,2016-11-23,3537,5.0,1.0,5,trademark_registered,name_postcode_area,0.85,0.85
02963993,1,1,0,2006-07-14,2006-07-14,7322,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02964044,1,2,0,2015-03-27,2016-10-13,3578,2.0,1.0,2,trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02965594,1,3,0,2004-10-25,2013-03-05,4896,3.0,1.0,3,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02965732,1,2,0,1998-09-24,1999-02-08,10035,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
02965821,1,1,0,2004-10-20,2004-10-20,7954,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02966533,1,1,0,1999-02-04,1999-02-04,10039,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02966637,1,1,0,2000-01-31,2000-01-31,9678,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02967193,1,14,0,1990-10-10,2017-08-17,3270,14.0,1.0,14,trademark_dead|trademark_opposed|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02967280,1,26,0,1966-11-22,1998-09-17,10179,26.0,1.0,26,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02967460,1,3,0,2013-09-30,2014-06-27,4417,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
02967867,1,2,0,2015-10-31,2016-01-18,3847,2.0,1.0,2,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02968133,1,2,0,2014-08-06,2015-03-12,4159,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02968674,1,13,0,1994-11-05,2017-03-22,3418,13.0,1.0,13,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
02969075,1,2,0,2000-10-04,2000-10-04,9431,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
02969450,1,3,0,2001-05-04,2002-04-20,8868,3.0,1.0,3,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02969778,1,3,0,1995-08-15,2002-07-03,8794,3.0,1.0,3,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02970612,1,8,0,1994-10-28,2015-03-25,4146,8.0,1.0,8,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02970930,1,1,0,2000-05-19,2000-05-19,9569,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02971285,1,1,0,2017-08-08,2017-08-08,3279,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02971637,1,1,0,2006-09-06,2006-09-06,7268,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02971951,1,1,0,2010-09-17,2010-09-17,5796,1.0,1.0,1,trademark_withdrawn,name_postcode_area,0.85,0.85
02972048,1,3,0,2009-02-26,2009-02-26,6364,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
02972484,1,1,0,2015-03-11,2015-03-11,4160,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02972829,1,6,0,1967-06-15,2016-11-23,3537,6.0,1.0,6,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02973025,1,1,0,2018-01-16,2018-01-16,3118,1.0,1.0,1,trademark_examination,name_postcode_area,0.85,0.85
02973642,1,1,0,1999-02-12,1999-02-12,10031,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02973862,1,5,0,2015-02-04,2017-04-20,3389,5.0,1.0,5,trademark_registered,name_postcode_area,0.85,0.85
02974132,1,13,0,1995-10-13,2013-08-20,4728,13.0,1.0,13,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02974969,1,2,0,2013-05-01,2013-05-01,4839,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02975728,1,6,0,2008-06-03,2008-06-05,6630,6.0,1.0,6,trademark_registered,name_postcode_area,0.85,0.85
02976538,1,14,0,1929-07-23,2003-01-23,8590,14.0,1.0,14,trademark_dead|trademark_removed,name_postcode_area,0.85,0.85
02977221,1,1,0,2007-07-19,2007-07-19,6952,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02977697,1,1,0,2007-08-17,2007-08-17,6923,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02977996,1,1,0,1998-09-09,1998-09-09,10187,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02978134,1,1,0,2008-09-10,2008-09-10,6533,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02978537,1,5,0,1999-09-23,2014-12-31,4230,5.0,1.0,5,trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02978626,1,1,0,2006-07-14,2006-07-14,7322,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02979293,1,4,0,2015-11-24,2016-10-06,3585,4.0,1.0,4,trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02979676,1,1,0,2000-09-23,2000-09-23,9442,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02980076,1,1,0,2016-02-05,2016-02-05,3829,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02980202,1,7,0,2011-07-12,2017-12-12,3153,7.0,1.0,7,trademark_examination|trademark_registered,name_postcode_area,0.85,0.85
02981251,1,2,0,2009-05-19,2015-05-01,4109,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02982112,1,1,0,2014-03-27,2014-03-27,4509,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02982444,1,5,0,1996-04-11,2016-02-23,3811,5.0,1.0,5,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02983151,1,7,0,2012-11-13,2015-04-16,4124,7.0,1.0,7,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02985746,1,2,0,1995-12-23,2013-11-21,4635,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02985774,1,4,0,2007-08-24,2012-01-20,5306,4.0,1.0,4,trademark_registered,name_postcode_area,0.85,0.85
02986454,1,2,0,1948-02-06,1988-06-03,13937,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02986654,1,2,0,2015-05-15,2015-06-12,4067,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02987024,1,13,0,2004-04-02,2017-05-05,3374,13.0,1.0,13,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02987077,1,164,0,1929-02-05,2017-09-28,3228,164.0,1.0,164,trademark_appealable|trademark_application_published|trademark_dead|trademark_expired|trademark_opposed|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
02987469,1,1,0,1990-04-06,1990-04-06,13265,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02987743,1,27,0,1944-09-07,2015-01-21,4209,27.0,1.0,27,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
02987885,1,1,0,2001-09-01,2001-09-01,9099,1.0,1.0,1,trademark_removed,name_postcode_area,0.85,0.85
02987892,1,1,0,2015-06-01,2015-06-01,4078,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02989166,1,5,0,1946-11-22,2017-09-01,3255,5.0,1.0,5,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02989543,1,4,0,1997-04-30,2008-02-19,6737,4.0,1.0,4,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
02989602,1,1,0,2000-06-08,2000-06-08,9549,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
02990440,1,3,0,2013-10-04,2017-03-20,3420,3.0,1.0,3,trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
02991676,1,2,0,2013-10-23,2013-10-29,4658,2.0,1.0,2,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
02994421,1,1,0,1997-04-10,1997-04-10,10704,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02994507,1,2,0,2016-07-18,2017-07-17,3301,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
02994804,1,1,0,2004-10-06,2004-10-06,7968,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02995681,1,2,0,1999-12-22,2004-12-18,7895,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
02995730,1,1,0,2004-11-25,2004-11-25,7918,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02996700,1,1,0,2015-01-27,2015-01-27,4203,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
02997060,1,4,0,2009-08-26,2016-03-14,3791,4.0,1.0,4,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
